Locality,Price,Bedrooms,Living area,Kitchen type,Furnished,Terrace surface,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type of property 
boncelles,"388,850",3,121,None,None,20,None,None,2,None,As new,apartment
charleroi,"450,000",6,565,None,None,None,None,110,2,None,To renovate,mixed-use-building
huy,"449,000",3,145,Installed,0,90,None,None,4,None,Good,apartment
aye,"229,000",4,170,Semi equipped,0,None,1000,1000,4,None,Good,house
woluwe-saint-lambert,"745,000",5,220,Installed,0,21,60,134,3,0,To be done up,house
namur,"190,000",2,90,USA semi equipped,0,19,None,None,2,0,To be done up,apartment
beyne-heusay,"135,000",2,211,Semi equipped,0,None,193,266,2,0,To renovate,house
tubize,"198,000",2,86,Hyper equipped,0,None,None,None,3,None,As new,apartment
seraing,"238,750",2,93,Installed,0,6,None,None,None,None,None,apartment
heist-aan-zee,"399,000",2,118,Installed,0,10,None,None,2,0,Good,ground-floor
liege,"1,465,000",10,570,None,1,None,None,195,2,None,As new,apartment-block
gavere,"715,000",4,190,None,0,None,None,None,None,None,None,loft
hamme,"369,000",3,350,Installed,0,None,None,258,2,None,To be done up,house
oudenaarde,"295,000",4,250,None,0,None,None,None,None,None,None,apartment
wanze,"287,000",3,148,Hyper equipped,None,58,None,1694,4,None,Just renovated,house
bruxelles,"590,000",3,177,Hyper equipped,None,None,None,None,None,0,Good,apartment
zottegem,"200,000",2,60,Installed,0,30,None,None,2,None,Good,apartment
jurbise,"129,845",None,48,Installed,0,4,None,None,None,0,None,flat-studio
quievrain,"95,000",3,161,None,0,None,None,30,2,None,To renovate,house
berchem,"250,000",3,100,Installed,0,13,None,None,4,0,Good,apartment
kortrijk,"980,000",9,530,Hyper equipped,1,None,None,1340,4,None,Good,other-property
kortrijk,"205,000",1,80,Installed,0,2,None,None,None,0,Good,apartment
uccle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
oostrozebeke,"159,500",5,175,Semi equipped,0,None,None,314,3,None,To renovate,house
uccle,"395,000",3,None,Installed,0,4,None,None,3,0,To renovate,apartment
auderghem,"1,425,000",3,250,Hyper equipped,0,40,None,None,4,1,As new,apartment
houthulst,"370,000",4,200,Installed,0,None,830,990,2,None,Good,house
kain,"635,000",5,233,Installed,0,None,4000,4609,4,1,Good,house
baisy-thy,"640,000",6,258,None,0,None,None,1060,4,None,Good,house
londerzeel,"579,000",3,172,USA hyper equipped,0,25,775,945,4,0,Just renovated,villa
tournai-ere,"215,000",3,141,Installed,None,None,None,635,2,None,Good,house
nivelles,"165,000",2,70,Installed,0,8,None,None,2,0,Good,apartment
uccle,"495,000",2,115,Installed,0,143,None,None,2,0,To be done up,apartment
halle,"291,293",1,56,Installed,1,6,None,None,2,None,Good,apartment
herstal,"185,000",4,130,None,0,18,562,640,3,None,Good,house
la-roche-en-ardenne,"375,000",2,296,Not installed,None,None,None,122,2,0,Good,mixed-use-building
etterbeek,"198,000",1,60,Hyper equipped,0,None,None,None,2,None,None,apartment
herzele,"169,000",3,133,Installed,0,None,80,210,None,None,Good,house
ouffet,"279,000",2,177,Semi equipped,0,3,None,94,2,None,To be done up,mixed-use-building
marneffe,"280,000",3,220,Installed,0,None,None,2680,4,None,Good,house
uccle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
sint-pieters-leeuw,"410,000",4,314,Semi equipped,0,None,None,2994,4,None,To renovate,house
saint-gilles,"240,000",1,50,USA semi equipped,0,4,None,None,2,0,As new,apartment
bruxelles,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
geraardsbergen,"650,000",4,251,Hyper equipped,None,None,None,984,4,0,As new,villa
boussu,"235,000",3,145,Installed,None,28,196,340,3,None,Good,house
uccle,"505,000",3,151,USA hyper equipped,0,24,62,None,4,None,None,apartment
jupille-sur-meuse,"196,500",1,79,Installed,0,13,None,None,None,None,None,apartment
woluwe-st-lambert,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
oostduinkerke,"189,000",2,None,None,None,None,None,157,None,None,As new,house
ixelles,"1,085,000",5,310,Semi equipped,0,None,86,192,2,None,Good,apartment-block
jemeppe,"109,000",1,44,None,0,None,12,None,3,None,As new,apartment
yvoir,"110,000",2,55,Hyper equipped,0,12,220,220,None,None,As new,country-cottage
balegem,"469,000",3,180,Installed,None,None,None,548,4,None,As new,house
ans,"99,000",1,60,None,0,None,None,None,2,None,None,ground-floor
wondelgem,"399,000",3,151,Installed,0,None,None,290,3,None,To be done up,house
gent,"229,000",3,110,None,0,None,None,80,2,None,To renovate,house
ixelles,"425,000",2,132,Semi equipped,0,None,None,None,2,None,To be done up,apartment
saint-josse-ten-noode,"195,000",2,82,Installed,0,11,None,None,None,0,To be done up,apartment
sint-katelijne-waver,"640,000",3,250,Installed,0,340,50,681,4,None,Good,villa
vichte,"450,000",6,520,Semi equipped,0,None,None,None,None,None,None,loft
antwerp,"295,000",3,125,USA semi equipped,None,5,None,None,3,None,To be done up,apartment
waremme-(oleye),"325,000",3,180,Installed,None,50,680,809,4,None,Good,house
knokke-heist-knokke,"3,250,000",1,170,Hyper equipped,0,None,None,None,2,None,As new,apartment
blankenberge,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
rhode-saint-genese,"1,395,000",5,320,USA hyper equipped,0,260,600,1224,2,1,Just renovated,villa
vilvoorde,"159,000",1,51,Semi equipped,0,9,None,None,2,None,Good,apartment
woluwe-saint-pierre,"940,000",3,132,USA hyper equipped,0,8,None,None,2,None,As new,apartment
westende-(middelkerke),"123,000",1,38,None,1,None,None,None,2,0,Good,flat-studio
antheit,"420,000",2,170,Hyper equipped,0,None,500,674,4,None,As new,house
jette,"345,000",2,88,Hyper equipped,0,7,None,None,3,0,As new,apartment
antwerp,"499,000",4,160,Installed,0,None,30,106,2,None,As new,exceptional-property
hoeilaart,"280,000",3,96,None,0,None,None,None,2,None,Good,apartment
etterbeek,"650,000",3,195,Hyper equipped,None,5,None,None,3,0,Good,apartment
zele,"865,000",6,428,None,0,None,None,1643,4,None,Good,villa
waregem,"363,700",2,106,Installed,0,18,None,None,4,None,None,apartment
blankenberge,"345,000",2,108,Hyper equipped,0,12,None,None,None,0,Good,duplex
maldegem,"699,000",4,295,Hyper equipped,0,None,None,410,None,None,Good,house
marneffe,"339,000",3,200,Installed,0,None,300,450,2,0,As new,house
genk,"139,000",2,68,Installed,0,None,None,None,3,None,None,apartment
uccle,"597,000",4,220,Hyper equipped,0,20,None,160,2,None,Good,house
uccle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
wandre,"225,000",3,140,Not installed,0,10,103,225,2,None,None,house
ahin,"219,000",2,97,Installed,0,None,None,317,3,None,Just renovated,house
uccle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
taviers,"399,000",5,423,Semi equipped,0,None,517,696,4,0,Good,house
ixelles,"695,000",6,169,None,0,None,None,None,2,None,Good,house
braine-lalleud,None,4,191,Installed,None,None,None,249,2,None,Good,house
torhout,"359,000",4,291,Installed,0,None,None,608,None,None,Good,house
ixelles,"845,000",3,160,USA hyper equipped,0,11,None,None,3,0,As new,apartment
oostende,"179,000",2,85,Installed,0,None,None,None,None,0,Good,apartment
ottignies-louvain-la-neuve,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
fleron,"294,500",4,117,Not installed,0,None,183,350,3,None,None,house
antwerp,"359,000",3,138,Hyper equipped,0,20,10,75,2,None,As new,house
bruxelles,"265,000",None,45,USA hyper equipped,None,10,None,None,3,None,As new,flat-studio
brugge,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
eghezee,"295,000",4,219,Installed,0,None,None,960,None,None,Good,villa
vivegnis,"209,000",3,125,Not installed,0,None,238,769,3,None,To renovate,house
liege-grivegnee,"159,000",3,108,Installed,0,17,None,None,2,0,As new,apartment
st-jans-molenbeek,"347,000",3,108,Hyper equipped,None,11,700,None,2,None,As new,apartment
herve,"321,500",3,184,USA installed,0,None,None,None,2,0,As new,duplex
blankenberge,"259,000",None,56,Installed,1,None,None,None,2,None,Good,flat-studio
etterbeek,"240,000",1,54,Hyper equipped,0,None,None,None,2,None,None,apartment
bruxelles,"285,000",2,70,None,0,3,None,None,2,0,None,apartment
saint-gilles,"549,000",3,170,Installed,0,12,None,100,2,None,To be done up,house
lessines,"220,000",4,123,None,0,None,None,110,2,None,None,house
nassogne,"245,000",3,140,Hyper equipped,0,None,1342,1342,None,None,As new,villa
mons,"380,000",4,191,Installed,0,150,600,4790,4,0,Good,villa
chaumont-gistoux,"265,000",2,93,Installed,0,12,None,None,4,None,None,duplex
anderlecht,"274,500",2,83,USA hyper equipped,0,11,None,None,2,0,As new,apartment
liege,"265,000",2,100,Semi equipped,0,None,None,None,None,0,Just renovated,apartment
waterloo,"389,000",2,131,USA hyper equipped,0,26,112,None,4,0,As new,apartment
aartselaar,"1,985,000",4,730,Hyper equipped,0,None,None,1800,None,1,As new,villa
temse,"798,500",4,389,Hyper equipped,0,50,459,739,2,0,As new,mansion
tournai,"325,000",6,236,Installed,0,None,None,894,4,None,Good,house
izegem,"216,000",2,None,Hyper equipped,0,27,None,None,None,0,Just renovated,apartment
uccle,"1,295,000",6,400,USA hyper equipped,0,50,500,1000,3,0,As new,villa
geraardsbergen,"277,000",3,100,Installed,None,14,642,642,2,0,Good,house
bissegem,"390,000",4,225,None,0,None,None,282,2,None,Good,house
graide,"243,000",3,171,Not installed,0,None,248,248,3,0,As new,house
molenbeek-saint-jean,"249,000",3,105,Installed,0,None,None,None,2,0,Good,apartment
gilly,None,3,135,Installed,None,None,None,1019,3,None,Good,villa
heusden,"348,000",2,120,Installed,0,None,None,None,2,0,None,apartment
borgerhout,"369,000",3,171,Hyper equipped,1,16,None,74,2,None,As new,house
bierbeek,"380,000",3,186,None,0,None,None,468,4,None,To renovate,house
woluwe-saint-lambert,"465,000",3,120,USA hyper equipped,0,9,None,None,3,0,As new,apartment
kortrijk,"129,500",2,75,Semi equipped,0,None,None,None,2,None,Good,apartment
hermalle-sous-huy,"320,000",5,411,Installed,0,35,500,687,2,None,As new,house
tienen,"370,000",3,213,Hyper equipped,0,30,200,424,3,None,As new,house
antwerpen,"379,000",2,100,Installed,0,25,None,None,2,0,As new,duplex
ixelles,"1,370,000",5,400,None,0,None,90,182,2,0,None,house
kortenberg,"242,000",2,91,Semi equipped,0,None,None,None,2,None,To be done up,apartment
oudenaarde,"749,000",4,499,Installed,0,None,None,275,2,None,None,mixed-use-building
destelbergen,"250,000",2,82,Installed,0,None,58,130,2,None,Just renovated,house
aiseau-presles,"435,000",4,356,Hyper equipped,0,None,530,1014,4,None,As new,villa
anderlecht,"375,000",2,93,USA hyper equipped,0,36,None,None,None,None,As new,apartment
ninove,"199,000",3,154,Installed,0,None,None,129,3,None,Good,house
incourt,"330,000",2,190,USA semi equipped,0,None,None,638,3,0,Good,house
kraainem,"1,050,000",5,320,Hyper equipped,0,None,None,915,3,None,Good,house
huy,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
antwerp,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
zwijndrecht,"267,000",2,122,None,0,12,130,200,3,None,Good,house
knokke,"1,200,000",3,130,Installed,0,None,None,None,2,0,Good,duplex
athus,"275,000",3,155,Semi equipped,0,20,None,876,4,None,None,house
woluwe-saint-lambert,"299,000",2,90,Installed,0,7,None,None,2,0,Good,apartment
wandre,"99,000",3,130,None,0,80,None,285,3,None,To be done up,house
anderlecht,"269,000",2,95,Hyper equipped,1,8,None,None,2,0,As new,apartment
antwerp,None,2,83,None,None,None,None,None,2,None,To be done up,apartment
arendonk,"175,000",1,67,Installed,0,7,None,None,4,None,None,apartment
antwerpen,"274,000",2,70,Hyper equipped,0,3,None,None,1,0,Just renovated,apartment
amay,"99,000",2,112,Semi equipped,0,None,138,244,3,None,To renovate,house
izegem,"179,000",2,101,Installed,0,None,None,None,None,0,Good,apartment
blankenberge,"295,000",1,67,None,0,None,None,None,2,None,None,duplex
forest,"175,000",2,85,Not installed,0,14,None,None,None,0,To renovate,apartment
blankenberge,"349,000",2,None,Installed,1,None,None,None,2,None,Good,apartment
huldenberg,"395,000",4,173,USA installed,0,None,540,670,3,1,Good,villa
bruxelles,"3,200,000",None,1038,Installed,0,None,12,490,2,0,Good,mixed-use-building
evere,"320,000",2,86,USA hyper equipped,0,8,None,None,4,None,None,apartment
buggenhout,"625,000",6,380,Hyper equipped,None,40,None,1366,3,None,Good,house
halle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
linden,"383,500",1,121,Installed,0,None,None,685,4,None,To be done up,house
ixelles,"1,420,000",2,180,Hyper equipped,0,70,None,None,3,0,As new,apartment
neufchateau,"175,000",2,204,None,0,None,None,143,3,None,None,house
saint-gilles,"155,000",1,36,Not installed,0,None,None,None,2,None,To renovate,flat-studio
vaux-sur-sure,"350,000",3,None,Installed,0,None,None,1102,None,None,Good,house
mariakerke,"175,000",3,110,Semi equipped,0,None,None,139,2,None,To renovate,house
boncelles,"189,000",2,141,Not installed,0,13,133,342,3,0,To be done up,mixed-use-building
fernelmont,"289,000",3,173,Installed,0,28,945,945,None,None,Good,house
hannut,"599,000",6,312,Installed,0,60,700,1000,None,None,Good,house
mortsel,"355,000",3,160,None,0,None,102,188,2,0,None,house
liege-chenee,"119,000",3,160,Not installed,0,15,None,112,2,None,To renovate,house
la-louviere,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
sint-pieters-leeuw,"365,000",2,106,Installed,0,None,None,978,None,0,Good,house
braine-le-comte,"250,000",2,125,None,None,None,None,920,4,0,To be done up,house
merelbeke,"349,000",3,176,USA installed,0,24,140,210,4,None,To be done up,house
schaerbeek,"249,000",2,105,Not installed,0,None,73,None,2,None,To renovate,ground-floor
waregem,"333,700",2,90,Installed,0,29,None,None,4,None,None,apartment
liege,"190,000",4,150,None,0,None,None,100,3,0,None,house
lavoir,"135,000",2,130,Not installed,0,None,400,620,3,None,To renovate,house
aubel,"169,000",1,65,Installed,None,None,None,None,None,None,Good,loft
bredene,"449,000",3,242,None,0,32,288,426,3,0,As new,house
uccle,"950,000",4,220,Installed,0,None,None,2030,4,None,To be done up,villa
namur,"219,000",1,60,None,0,None,None,None,2,None,To be done up,apartment
woluwe-saint-pierre,"2,250,000",3,220,USA hyper equipped,0,72,None,None,2,0,As new,apartment
la-louviere-houdeng-goegnies,"125,000",3,122,Not installed,None,None,None,None,3,None,To be done up,apartment
huy,"595,000",8,525,Installed,0,40,50,None,None,None,Good,house
knokke-zoute,"985,000",3,92,Hyper equipped,0,None,None,None,2,0,As new,apartment
blankenberge,"219,000",2,76,Hyper equipped,0,None,None,None,None,None,Good,apartment
knokke-heist,"825,000",5,230,Hyper equipped,None,27,255,339,2,None,As new,house
poederlee,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
mons,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
liedekerke,"266,250",2,95,Installed,0,9,None,None,2,None,None,duplex
drogenbos,"279,000",5,160,Installed,0,None,54,100,2,None,To be done up,house
anderlecht,"345,000",3,130,None,0,None,None,None,2,None,To renovate,house
frameries,"179,000",2,69,Installed,0,15,35,None,None,None,None,apartment
averbode,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
roux,"159,000",3,106,Not installed,0,None,None,None,None,None,Good,house
meulebeke,"150,000",2,75,Installed,0,None,None,None,None,None,Good,apartment
edegem,"450,000",3,106,Installed,0,24,None,None,2,0,As new,apartment
lier,None,2,127,Installed,0,45,None,None,2,None,Just renovated,penthouse
forest,"320,000",2,90,Hyper equipped,0,None,None,None,2,0,As new,apartment
uccle,"1,290,000",5,307,Semi equipped,0,None,500,780,4,0,To renovate,villa
zandvliet,"499,000",4,200,None,0,None,None,1810,4,None,As new,house
liege-1,"584,750",5,234,None,None,35,None,None,2,None,As new,duplex
heist-op-den-berg,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
sint-gillis-dendermonde,"269,000",2,95,None,0,8,None,254,None,None,Just renovated,house
vilvoorde,"219,000",2,80,USA installed,0,None,None,None,2,None,Good,apartment
koksijde-sint-idesbald,"1,500,000",3,256,USA hyper equipped,0,70,304,560,4,None,As new,house
juprelle,"337,000",2,260,None,0,6,280,None,2,None,None,house
sint-katelijne-waver,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
hertsberge,"335,000",3,240,Semi equipped,0,None,None,607,None,None,Good,villa
ninove,"315,000",2,95,Hyper equipped,None,28,None,None,2,None,As new,penthouse
tubize,"210,000",3,140,Installed,0,4,None,None,2,None,Just renovated,house
antwerp,"2,300,000",3,400,Hyper equipped,None,None,None,200,2,0,As new,exceptional-property
laeken,"249,000",2,95,Semi equipped,0,4,None,None,3,None,None,apartment
woluwe-saint-lambert,"660,000",4,197,Hyper equipped,0,7,90,174,2,0,Good,house
waterloo,"349,000",3,142,Installed,0,None,510,776,4,None,To renovate,villa
